image,dmos
fastfading/img134.bmp,0.7366546700000001
fastfading/img135.bmp,0.61006224
jp2k/img21.bmp,0.6730530299999999
jp2k/img28.bmp,0.33538055
jp2k/img77.bmp,0.74015975
jp2k/img168.bmp,0.49777689999999997
jp2k/img177.bmp,0.33718210000000004
jp2k/img182.bmp,0.57539618
jpeg/img49.bmp,0.58053628
jpeg/img73.bmp,0.55431584
jpeg/img101.bmp,0.735404
jpeg/img129.bmp,0.4715296
jpeg/img184.bmp,0.39700610000000003
jpeg/img230.bmp,0.4049948
wn/img8.bmp,0.7928858400000001
wn/img24.bmp,0.3446416
wn/img31.bmp,0.72508428
wn/img92.bmp,0.48681575
wn/img124.bmp,0.53089654
gblur/img19.bmp,0.49795294
gblur/img22.bmp,0.5466111300000001
gblur/img32.bmp,0.77586131
gblur/img101.bmp,0.7279061
gblur/img123.bmp,0.42847556
fastfading/img1.bmp,0.3979604
fastfading/img2.bmp,0.41721772999999995
fastfading/img3.bmp,0.43050647
fastfading/img4.bmp,0.71290937
fastfading/img5.bmp,0.76005632
jp2k/img4.bmp,0.3486859
jp2k/img6.bmp,0.348499
jp2k/img65.bmp,0.2528777
jp2k/img165.bmp,0.6319630700000001
jp2k/img170.bmp,0.5169532
jp2k/img205.bmp,0.74409983
jpeg/img39.bmp,0.45950323000000004
jpeg/img41.bmp,0.3942177
jpeg/img61.bmp,0.7422949400000001
jpeg/img119.bmp,0.6585951
jpeg/img186.bmp,0.41212059999999995
jpeg/img187.bmp,0.40140944999999995
wn/img15.bmp,0.34571430000000003
wn/img27.bmp,0.60870552
wn/img30.bmp,0.6920542700000001
wn/img50.bmp,0.4280478
wn/img51.bmp,0.45968294
gblur/img21.bmp,0.61609757
gblur/img41.bmp,0.40348755999999997
gblur/img51.bmp,0.76373222
gblur/img93.bmp,0.56166622
gblur/img128.bmp,0.45606329999999995
fastfading/img16.bmp,0.45586309999999997
fastfading/img17.bmp,0.52150047
fastfading/img18.bmp,0.36745494999999995
fastfading/img19.bmp,0.59310967
fastfading/img20.bmp,0.7078922400000001
jp2k/img44.bmp,0.32994133000000003
jp2k/img86.bmp,0.2974017
jp2k/img111.bmp,0.71811157
jp2k/img167.bmp,0.498719
jp2k/img192.bmp,0.59796467
jp2k/img201.bmp,0.26973563
jpeg/img27.bmp,0.5698378399999999
jpeg/img74.bmp,0.76526953
jpeg/img79.bmp,0.19113630000000004
jpeg/img134.bmp,0.48961734999999995
jpeg/img198.bmp,0.74994147
jpeg/img229.bmp,0.48598814
wn/img49.bmp,0.45197206999999995
wn/img53.bmp,0.33700997
wn/img72.bmp,0.62332633
wn/img122.bmp,0.47829664000000005
wn/img133.bmp,0.80186224
gblur/img65.bmp,0.59718746
gblur/img85.bmp,0.4714186
gblur/img87.bmp,0.62811944
gblur/img90.bmp,0.773961
gblur/img107.bmp,0.32819889999999996
fastfading/img36.bmp,0.5194061999999999
fastfading/img37.bmp,0.2825314
fastfading/img38.bmp,0.65828776
fastfading/img39.bmp,0.63974983
fastfading/img40.bmp,0.7407506699999999
jp2k/img27.bmp,0.4916043
jp2k/img47.bmp,0.4945142
jp2k/img80.bmp,0.68508032
jp2k/img144.bmp,0.42522543999999995
jp2k/img179.bmp,0.3049839
jp2k/img187.bmp,0.6385468999999999
jp2k/img212.bmp,0.78726777
jpeg/img50.bmp,0.41337776000000004
jpeg/img51.bmp,0.6048848
jpeg/img75.bmp,0.45299
jpeg/img120.bmp,0.76796848
jpeg/img147.bmp,0.35821366
jpeg/img151.bmp,0.78975512
jpeg/img160.bmp,0.38284856
wn/img38.bmp,0.50127932
wn/img54.bmp,0.76510185
wn/img70.bmp,0.6449207699999999
wn/img83.bmp,0.473171
wn/img109.bmp,0.5467949999999999
gblur/img49.bmp,0.64941692
gblur/img94.bmp,0.7437888
gblur/img113.bmp,0.5672486999999999
gblur/img122.bmp,0.62775052
gblur/img138.bmp,0.32943636
fastfading/img71.bmp,0.26999223000000006
fastfading/img72.bmp,0.7044915
fastfading/img73.bmp,0.6228514
fastfading/img74.bmp,0.77117461
fastfading/img75.bmp,0.77198221
jp2k/img51.bmp,0.68640032
jp2k/img91.bmp,0.49032956000000005
jp2k/img106.bmp,0.49122330000000003
jp2k/img149.bmp,0.61930358
jp2k/img174.bmp,0.76954642
jp2k/img202.bmp,0.36135244
jpeg/img44.bmp,0.54321286
jpeg/img57.bmp,0.82097577
jpeg/img86.bmp,0.5132919499999999
jpeg/img131.bmp,0.4092793
jpeg/img161.bmp,0.4064057
jpeg/img231.bmp,0.77105685
wn/img40.bmp,0.60717463
wn/img43.bmp,0.76574774
wn/img66.bmp,0.31412226
wn/img96.bmp,0.48649776
wn/img114.bmp,0.67797005
gblur/img4.bmp,0.7834761299999999
gblur/img15.bmp,0.5812308500000001
gblur/img24.bmp,0.15511030000000003
gblur/img97.bmp,0.5000424
gblur/img102.bmp,0.67001843
fastfading/img91.bmp,0.513702
fastfading/img92.bmp,0.3648064
fastfading/img93.bmp,0.6136836
fastfading/img94.bmp,0.5664234
fastfading/img95.bmp,0.49707769999999996
jp2k/img74.bmp,0.46659887
jp2k/img103.bmp,0.75647885
jp2k/img114.bmp,0.73897937
jp2k/img137.bmp,0.45517680000000005
jp2k/img164.bmp,0.65681174
jp2k/img211.bmp,0.7754287
jpeg/img64.bmp,0.78084964
jpeg/img69.bmp,0.4710934
jpeg/img97.bmp,0.7664066700000001
jpeg/img141.bmp,0.76247095
jpeg/img181.bmp,0.4643868
jpeg/img232.bmp,0.39447456999999997
wn/img6.bmp,0.71670294
wn/img32.bmp,0.53715706
wn/img108.bmp,0.56444958
wn/img125.bmp,0.78976957
wn/img137.bmp,0.29881610000000003
gblur/img53.bmp,0.44286210000000004
gblur/img55.bmp,0.5228842
gblur/img75.bmp,0.58943832
gblur/img118.bmp,0.35286759999999995
gblur/img133.bmp,0.73724124
fastfading/img106.bmp,0.46173763
fastfading/img107.bmp,0.50421432
fastfading/img108.bmp,0.51487094
fastfading/img109.bmp,0.65724593
fastfading/img110.bmp,0.78138918
jp2k/img26.bmp,0.7465899
jp2k/img63.bmp,0.6202645
jp2k/img94.bmp,0.6174506799999999
jp2k/img121.bmp,0.2674763
jp2k/img143.bmp,0.54903156
jp2k/img200.bmp,0.40697825
jpeg/img33.bmp,0.51137674
jpeg/img92.bmp,0.47276189999999996
jpeg/img93.bmp,0.40231170000000005
jpeg/img135.bmp,0.78631362
jpeg/img148.bmp,0.39400935000000004
jpeg/img174.bmp,0.7407661400000001
wn/img37.bmp,0.71851948
wn/img41.bmp,0.309357
wn/img59.bmp,0.81828459
wn/img73.bmp,0.48720473
wn/img143.bmp,0.5276006
gblur/img14.bmp,0.66856366
gblur/img16.bmp,0.41174580000000005
gblur/img47.bmp,0.53962472
gblur/img67.bmp,0.75486325
gblur/img78.bmp,0.37589616000000003
fastfading/img121.bmp,0.48798186
fastfading/img122.bmp,0.44245166
fastfading/img123.bmp,0.5970504999999999
fastfading/img124.bmp,0.7488643500000001
fastfading/img125.bmp,0.78986257
jp2k/img56.bmp,0.5416947599999999
jp2k/img61.bmp,0.6790441300000001
jp2k/img105.bmp,0.77713434
jp2k/img160.bmp,0.46589696
jp2k/img208.bmp,0.52789742
jpeg/img18.bmp,0.4815667
jpeg/img94.bmp,0.70372218
jpeg/img96.bmp,0.77781235
jpeg/img170.bmp,0.43732800000000005
jpeg/img178.bmp,0.7139321599999999
jpeg/img209.bmp,0.4130123
wn/img1.bmp,0.7155095
wn/img17.bmp,0.58830407
wn/img34.bmp,0.3426971
wn/img82.bmp,0.76057242
wn/img140.bmp,0.50913247
gblur/img3.bmp,0.5818428
gblur/img11.bmp,0.24075500000000005
gblur/img37.bmp,0.47523165
gblur/img96.bmp,0.76764543
gblur/img103.bmp,0.59598935
fastfading/img136.bmp,0.45821965
fastfading/img137.bmp,0.5537679200000001
fastfading/img138.bmp,0.67807263
fastfading/img139.bmp,0.79486439
fastfading/img140.bmp,0.78122976
jp2k/img31.bmp,0.66720128
jp2k/img37.bmp,0.6497318000000001
jp2k/img69.bmp,0.7866856600000001
jp2k/img120.bmp,0.5749903000000001
jp2k/img219.bmp,0.38323617
jpeg/img8.bmp,0.70677412
jpeg/img30.bmp,0.7618071399999999
jpeg/img98.bmp,0.66825128
jpeg/img143.bmp,0.79940334
jpeg/img156.bmp,0.5498179999999999
jpeg/img164.bmp,0.3217291
jpeg/img194.bmp,0.66838142
wn/img21.bmp,0.5292297
wn/img42.bmp,0.26687324
wn/img99.bmp,0.81121248
wn/img118.bmp,0.66498306
wn/img120.bmp,0.48525405
gblur/img57.bmp,0.4941276
gblur/img92.bmp,0.75617443
gblur/img106.bmp,0.71773148
gblur/img117.bmp,0.22988134999999998
gblur/img119.bmp,0.6076187200000001
fastfading/img6.bmp,0.47829069999999996
fastfading/img7.bmp,0.53886655
fastfading/img8.bmp,0.35519873999999996
fastfading/img9.bmp,0.47156929999999997
fastfading/img10.bmp,0.80119222
jp2k/img14.bmp,0.51156753
jp2k/img40.bmp,0.30129439999999996
jp2k/img82.bmp,0.74903667
jp2k/img196.bmp,0.44112675999999995
jp2k/img210.bmp,0.65838796
jp2k/img215.bmp,0.37776770000000004
jpeg/img23.bmp,0.2574788
jpeg/img56.bmp,0.5856616
jpeg/img91.bmp,0.2641087
jpeg/img152.bmp,0.5723964
jpeg/img215.bmp,0.34835320000000003
jpeg/img228.bmp,0.75486673
wn/img26.bmp,0.5302399
wn/img39.bmp,0.47198969999999996
wn/img94.bmp,0.27203256
wn/img111.bmp,0.63477752
wn/img142.bmp,0.74818096
gblur/img23.bmp,0.78170907
gblur/img39.bmp,0.65020108
gblur/img81.bmp,0.55383837
gblur/img110.bmp,0.57929075
gblur/img116.bmp,0.21423334000000005
fastfading/img21.bmp,0.3828785
fastfading/img22.bmp,0.47460294000000003
fastfading/img23.bmp,0.56477225
fastfading/img24.bmp,0.5211517
fastfading/img25.bmp,0.7566645
jp2k/img85.bmp,0.69999865
jp2k/img96.bmp,0.60505608
jp2k/img101.bmp,0.75723591
jp2k/img127.bmp,0.3672911
jp2k/img158.bmp,0.44223565
jp2k/img197.bmp,0.5410799
jpeg/img32.bmp,0.57478812
jpeg/img72.bmp,0.72195187
jpeg/img103.bmp,0.5460245
jpeg/img149.bmp,0.53139392
jpeg/img196.bmp,0.40001889999999996
jpeg/img233.bmp,0.417732
wn/img22.bmp,0.71494192
wn/img67.bmp,0.6106943499999999
wn/img69.bmp,0.5296140300000001
wn/img75.bmp,0.7937700599999999
wn/img104.bmp,0.31272849999999996
gblur/img12.bmp,0.74934554
gblur/img31.bmp,0.50808942
gblur/img56.bmp,0.63414916
gblur/img69.bmp,0.27188665
gblur/img105.bmp,0.36137503000000004
fastfading/img41.bmp,0.5593599
fastfading/img42.bmp,0.49904499999999996
fastfading/img43.bmp,0.7934133
fastfading/img44.bmp,0.7157344800000001
fastfading/img45.bmp,0.81615248
jp2k/img53.bmp,0.39399606
jp2k/img58.bmp,0.78755261
jp2k/img113.bmp,0.74097607
jp2k/img173.bmp,0.69934094
jp2k/img203.bmp,0.5717561
jp2k/img220.bmp,0.39232619999999996
jpeg/img17.bmp,0.7745008600000001
jpeg/img25.bmp,0.5631287
jpeg/img40.bmp,0.7167171999999999
jpeg/img165.bmp,0.5551942000000001
jpeg/img201.bmp,0.4136792
wn/img10.bmp,0.6908962000000001
wn/img78.bmp,0.7934131600000001
wn/img105.bmp,0.34577559999999996
wn/img129.bmp,0.5130418
wn/img139.bmp,0.58078206
gblur/img5.bmp,0.33159400000000006
gblur/img30.bmp,0.51961413
gblur/img63.bmp,0.79190764
gblur/img86.bmp,0.63348675
gblur/img139.bmp,0.4017486
fastfading/img56.bmp,0.54893017
fastfading/img57.bmp,0.39710426
fastfading/img58.bmp,0.28128874000000004
fastfading/img59.bmp,0.78063856
fastfading/img60.bmp,0.75215198
jp2k/img3.bmp,0.65989265
jp2k/img32.bmp,0.2980807
jp2k/img81.bmp,0.51658833
jp2k/img126.bmp,0.7537516200000001
jp2k/img135.bmp,0.30680114
jp2k/img146.bmp,0.4807116
jpeg/img9.bmp,0.39688593000000005
jpeg/img35.bmp,0.2904154
jpeg/img110.bmp,0.5301378400000001
jpeg/img146.bmp,0.70751086
jpeg/img199.bmp,0.38033150000000004
wn/img74.bmp,0.5697402
wn/img77.bmp,0.34346140000000003
wn/img101.bmp,0.81774774
wn/img107.bmp,0.6901316
wn/img116.bmp,0.49624460000000004
gblur/img9.bmp,0.74820697
gblur/img17.bmp,0.19918144000000004
gblur/img29.bmp,0.69859794
gblur/img34.bmp,0.55280438
gblur/img141.bmp,0.46862669999999995
fastfading/img76.bmp,0.26980775999999995
fastfading/img77.bmp,0.5665606599999999
fastfading/img78.bmp,0.57116517
fastfading/img79.bmp,0.50719357
fastfading/img80.bmp,0.79623306
jp2k/img19.bmp,0.80033378
jp2k/img43.bmp,0.35832509999999995
jp2k/img88.bmp,0.36984676000000005
jp2k/img136.bmp,0.6150062000000001
jp2k/img213.bmp,0.3599093
jp2k/img214.bmp,0.77233605
jpeg/img71.bmp,0.6892593
jpeg/img102.bmp,0.7044322199999999
jpeg/img106.bmp,0.78383082
jpeg/img121.bmp,0.61113906
jpeg/img175.bmp,0.5001286
jpeg/img210.bmp,0.3757701
wn/img52.bmp,0.32464170000000003
wn/img56.bmp,0.67840806
wn/img76.bmp,0.76790164
wn/img79.bmp,0.5671553300000001
wn/img141.bmp,0.5114457299999999
gblur/img35.bmp,0.69597948
gblur/img46.bmp,0.76876806
gblur/img74.bmp,0.6028884
gblur/img125.bmp,0.3714246
gblur/img130.bmp,0.52938342
fastfading/img96.bmp,0.28102760000000004
fastfading/img97.bmp,0.4238343
fastfading/img98.bmp,0.71434847
fastfading/img99.bmp,0.48667836
fastfading/img100.bmp,0.4614507
jp2k/img55.bmp,0.5095376
jp2k/img59.bmp,0.75735864
jp2k/img62.bmp,0.78262608
jp2k/img138.bmp,0.48015695999999997
jp2k/img141.bmp,0.78212702
jp2k/img185.bmp,0.7279804599999999
jpeg/img67.bmp,0.6563247999999999
jpeg/img99.bmp,0.51558125
jpeg/img111.bmp,0.5519420500000001
jpeg/img124.bmp,0.3991747
jpeg/img144.bmp,0.78574648
jpeg/img177.bmp,0.40788919999999995
wn/img12.bmp,0.61761388
wn/img81.bmp,0.75835305
wn/img113.bmp,0.322871
wn/img117.bmp,0.71776858
wn/img128.bmp,0.52185753
gblur/img10.bmp,0.18609244000000003
gblur/img43.bmp,0.59783176
gblur/img48.bmp,0.46520174000000003
gblur/img72.bmp,0.54275787
gblur/img84.bmp,0.72839057
fastfading/img111.bmp,0.52131522
fastfading/img112.bmp,0.43069446
fastfading/img113.bmp,0.52070767
fastfading/img114.bmp,0.64080846
fastfading/img115.bmp,0.66769397
jp2k/img12.bmp,0.5858749999999999
jp2k/img38.bmp,0.3709964
jp2k/img109.bmp,0.5798066
jp2k/img130.bmp,0.56281734
jp2k/img154.bmp,0.40558034
jp2k/img183.bmp,0.77720183
jpeg/img38.bmp,0.68059918
jpeg/img83.bmp,0.6087345200000001
jpeg/img108.bmp,0.43799449999999995
jpeg/img145.bmp,0.36184019999999995
jpeg/img206.bmp,0.77639231
jpeg/img223.bmp,0.36326044999999996
wn/img5.bmp,0.7774817
wn/img58.bmp,0.27402747000000005
wn/img84.bmp,0.70300016
wn/img89.bmp,0.55246642
wn/img123.bmp,0.5196632999999999
gblur/img79.bmp,0.62563422
gblur/img111.bmp,0.7333063
gblur/img114.bmp,0.50603482
gblur/img124.bmp,0.3990429
gblur/img144.bmp,0.3366781
fastfading/img126.bmp,0.41505873000000004
fastfading/img127.bmp,0.71389663
fastfading/img128.bmp,0.7138029
fastfading/img129.bmp,0.78361642
fastfading/img130.bmp,0.78140904
jp2k/img39.bmp,0.64221016
jp2k/img52.bmp,0.47544600000000004
jp2k/img90.bmp,0.7470417300000001
jp2k/img172.bmp,0.30625945
jp2k/img221.bmp,0.43011564
jpeg/img15.bmp,0.52157494
jpeg/img37.bmp,0.36221990000000004
jpeg/img47.bmp,0.47317410000000004
jpeg/img166.bmp,0.38649714
jpeg/img197.bmp,0.38836190000000004
jpeg/img214.bmp,0.76235771
wn/img86.bmp,0.55381897
wn/img100.bmp,0.66152528
wn/img126.bmp,0.5176668
wn/img127.bmp,0.79463135
wn/img134.bmp,0.4782674
gblur/img76.bmp,0.6075539999999999
gblur/img89.bmp,0.68994293
gblur/img121.bmp,0.3156502
gblur/img127.bmp,0.49852777000000004
gblur/img136.bmp,0.69301865
fastfading/img141.bmp,0.42213744
fastfading/img142.bmp,0.53027508
fastfading/img143.bmp,0.63200733
fastfading/img144.bmp,0.5105642699999999
fastfading/img145.bmp,0.63933396
jp2k/img92.bmp,0.5739945200000001
jp2k/img102.bmp,0.78117378
jp2k/img116.bmp,0.50271374
jp2k/img162.bmp,0.7445208999999999
jp2k/img169.bmp,0.44014770000000003
jp2k/img227.bmp,0.39238340000000005
jpeg/img11.bmp,0.43552650000000004
jpeg/img13.bmp,0.80462573
jpeg/img70.bmp,0.80432516
jpeg/img130.bmp,0.77563886
jpeg/img218.bmp,0.3959311
jpeg/img221.bmp,0.3913244
wn/img25.bmp,0.5970926599999999
wn/img55.bmp,0.67209113
wn/img85.bmp,0.80313648
wn/img91.bmp,0.49806653999999995
wn/img145.bmp,0.32045585
gblur/img54.bmp,0.44804025000000003
gblur/img77.bmp,0.6042991600000001
gblur/img98.bmp,0.72141638
gblur/img120.bmp,0.3392944
gblur/img131.bmp,0.47789210000000004
fastfading/img11.bmp,0.4184124
fastfading/img12.bmp,0.5688904
fastfading/img13.bmp,0.77391475
fastfading/img14.bmp,0.72147167
fastfading/img15.bmp,0.77252157
jp2k/img8.bmp,0.55602854
jp2k/img17.bmp,0.37521297
jp2k/img71.bmp,0.27182966
jp2k/img175.bmp,0.30370600000000003
jp2k/img217.bmp,0.75744481
jpeg/img16.bmp,0.47442454
jpeg/img85.bmp,0.36350994999999997
jpeg/img100.bmp,0.24721000000000004
jpeg/img137.bmp,0.7865417299999999
jpeg/img185.bmp,0.70261228
jpeg/img217.bmp,0.3558489
wn/img2.bmp,0.51137733
wn/img88.bmp,0.6576970799999999
wn/img106.bmp,0.43792546
wn/img131.bmp,0.37288946
wn/img138.bmp,0.75409403
gblur/img18.bmp,0.67562017
gblur/img50.bmp,0.5539138299999999
gblur/img58.bmp,0.3309579
gblur/img71.bmp,0.77498874
gblur/img126.bmp,0.6411624300000001
fastfading/img26.bmp,0.4485002
fastfading/img27.bmp,0.77278048
fastfading/img28.bmp,0.74438578
fastfading/img29.bmp,0.74237847
fastfading/img30.bmp,0.79342453
jp2k/img2.bmp,0.7199615500000001
jp2k/img34.bmp,0.76707098
jp2k/img60.bmp,0.388216
jp2k/img142.bmp,0.5537442
jp2k/img171.bmp,0.68612936
jp2k/img218.bmp,0.40916509999999995
jpeg/img45.bmp,0.56731674
jpeg/img53.bmp,0.7346936
jpeg/img59.bmp,0.5750100300000001
jpeg/img127.bmp,0.40750359999999997
jpeg/img180.bmp,0.4019712
jpeg/img200.bmp,0.53307843
wn/img16.bmp,0.6484540999999999
wn/img19.bmp,0.80392577
wn/img44.bmp,0.46615759999999995
wn/img57.bmp,0.32377374000000003
wn/img112.bmp,0.52356112
gblur/img20.bmp,0.59867242
gblur/img38.bmp,0.5310559
gblur/img44.bmp,0.7246734
gblur/img100.bmp,0.47439307
gblur/img108.bmp,0.77196667
fastfading/img46.bmp,0.34855519999999995
fastfading/img47.bmp,0.26325274
fastfading/img48.bmp,0.5059057499999999
fastfading/img49.bmp,0.75836971
fastfading/img50.bmp,0.7518323
jp2k/img10.bmp,0.5256998500000001
jp2k/img23.bmp,0.5807765
jp2k/img104.bmp,0.50274688
jp2k/img150.bmp,0.78581135
jp2k/img152.bmp,0.44095399999999996
jp2k/img155.bmp,0.32803315
jpeg/img58.bmp,0.73179567
jpeg/img65.bmp,0.43832420000000005
jpeg/img116.bmp,0.7470303
jpeg/img150.bmp,0.69930184
jpeg/img167.bmp,0.4720719
jpeg/img220.bmp,0.4125717
wn/img7.bmp,0.4954784
wn/img33.bmp,0.29472345
wn/img35.bmp,0.6645662999999999
wn/img98.bmp,0.80482714
wn/img115.bmp,0.5505473000000001
gblur/img64.bmp,0.62152824
gblur/img68.bmp,0.39974030000000005
gblur/img99.bmp,0.4449176
gblur/img140.bmp,0.61325228
gblur/img145.bmp,0.76124929
fastfading/img61.bmp,0.3981239
fastfading/img62.bmp,0.40963274000000005
fastfading/img63.bmp,0.7176724999999999
fastfading/img64.bmp,0.7765275
fastfading/img65.bmp,0.32763564999999994
jp2k/img42.bmp,0.45139974000000005
jp2k/img75.bmp,0.74969378
jp2k/img99.bmp,0.47995805999999996
jp2k/img191.bmp,0.34664613
jp2k/img195.bmp,0.78694877
jp2k/img226.bmp,0.4839928
jpeg/img1.bmp,0.44325479999999995
jpeg/img89.bmp,0.55681282
